user_id	contacts
8998638	{"contacts": [2512929, 3107985, 1210004]}
8998900	{"contacts": [7591216]}
8998949	{"contacts": [8158129, 2646864, 2476291]}
8999919	{"contacts": [7055027]}
9000638	{"contacts": [9886340]}
9001089	{"contacts": [87368, 2046109]}
9001176	{"contacts": [10785079, 9960810, 4087166, 10614091]}
9001345	{"contacts": [4873101]}
9001784	{"contacts": [1034705, 304888, 3735946, 4366102]}
9002668	{"contacts": [7369344]}
9003411	{"contacts": [9624177, 5216099, 8565946]}
9003436	{"contacts": [1923902, 10169196, 4880857, 27563, 5780687, 7841324, 522309]}
9003705	{"contacts": [7512615, 3203166]}
9004400	{"contacts": [5490, 1629842, 6662748, 9167106, 6524540, 5644053]}
9004682	{"contacts": [739050, 9882806, 9884016, 4293597, 3116342, 2240099, 4898245, 7617457, 8519100, 4710814, 8590912, 5946335, 7133728]}
9005289	{"contacts": [4283491, 3450680]}
9005304	{"contacts": [3983635, 4876863, 3706222, 3457148, 1764634]}
9005412	{"contacts": [4057417]}
9006002	{"contacts": [740540, 1924422, 1051872]}
9006088	{"contacts": [8397290]}
9006554	{"contacts": [4316911]}
9006757	{"contacts": [8995212]}
9007765	{"contacts": [4738870]}
9007777	{"contacts": [7976967, 5090952]}
9009418	{"contacts": [6927163]}
9011137	{"contacts": [2565831, 5252428, 2021781]}
9011842	{"contacts": [3613591]}
9011939	{"contacts": [8695233, 9922041, 10221533]}
9012547	{"contacts": [8993689, 2060271]}
9013170	{"contacts": [6079352, 6208687]}
9013501	{"contacts": [10893020]}
9014028	{"contacts": [3744518]}
9014970	{"contacts": [4312008, 6129164, 8800025, 7117332]}
9015305	{"contacts": [5760129]}
9015464	{"contacts": [756591]}
9015940	{"contacts": [9199685]}
9016507	{"contacts": [10901931]}
9016538	{"contacts": [9302982, 5628517, 5107097]}
9017442	{"contacts": [1119950]}
9018121	{"contacts": [8100726, 3685760, 6924839, 4310588, 8139292, 4625291, 9394399]}
9018443	{"contacts": [612821]}
9018483	{"contacts": [572362, 9497998]}
9018767	{"contacts": [3393490, 9599292, 2546691, 5239238, 4956885, 3216389, 4993520, 1479544]}
9018987	{"contacts": [1723795]}
9018998	{"contacts": [4875684, 2239993, 902763, 614862]}
9019093	{"contacts": [9865351, 5455957, 763523, 9339334, 8791504, 8560017, 9465356]}
9019392	{"contacts": [791230]}
9019410	{"contacts": [6929726, 8835998, 5895766]}
9019743	{"contacts": [5778786, 5532724]}
9021402	{"contacts": [470257]}
9021601	{"contacts": [9027403]}
9022142	{"contacts": [8825219]}
9022798	{"contacts": [6375608]}
9023029	{"contacts": [6944503, 1656843]}
9023357	{"contacts": [2536244]}
9023658	{"contacts": [9413217]}
9023780	{"contacts": [1918924, 8989206, 3781945, 3250291]}
9024109	{"contacts": [9419947]}
9024230	{"contacts": [8696023, 1335016, 4298262, 333870]}
9024307	{"contacts": [740944, 8427294, 1191363, 1534369]}
9024802	{"contacts": [1663254, 10494474, 1809467]}
9025530	{"contacts": [8131216, 8731456]}
9026814	{"contacts": [8690218, 1610]}
9027403	{"contacts": [3392259, 5159934, 755147, 6648241, 8708250, 9605029, 6079183, 9021601, 4325742, 320637, 3159536, 10516441, 10236853, 7884988, 2027871, 1452661, 10301541, 7950198, 9131875, 2072826, 598966, 2079795, 7127631, 5110414]}
9028192	{"contacts": [3849391]}
9029030	{"contacts": [8218592]}
9031039	{"contacts": [3988850, 2811364, 3122281, 2268509]}
9031533	{"contacts": [10775530]}
9032585	{"contacts": [5841579]}
9035517	{"contacts": [3413090, 9441492]}
9036361	{"contacts": [1327727, 4298152]}
9036436	{"contacts": [1954907]}
9036582	{"contacts": [4914470, 6799737]}
9037700	{"contacts": [1392984, 9938926, 6422049]}
9039421	{"contacts": [4289935, 2326450, 2697257]}
9039821	{"contacts": [9865351, 8689124, 1384, 9871210, 9620817, 4635289, 6142808]}
9040282	{"contacts": [455839, 2822158, 6105962, 9657922]}
9040349	{"contacts": [10168957, 3428534, 3153423, 10216184, 1697961, 7593805, 7048911, 7965836, 2077657, 8864869, 6524167, 952699, 9213356, 8956491]}
9040391	{"contacts": [1036178, 4607718]}
9040564	{"contacts": [4313728, 1678774, 1758808, 1494377, 3886325]}
9040655	{"contacts": [9338328]}
9040668	{"contacts": [7997077, 672138]}
9040771	{"contacts": [1610, 7543165, 7982445, 8369370]}
9041948	{"contacts": [1028038]}
9042195	{"contacts": [5562532]}
9043551	{"contacts": [3897389]}
9045050	{"contacts": [7275124, 2459576]}
9046163	{"contacts": [9752018]}
9046277	{"contacts": [6990272, 334964, 2988133]}
9046839	{"contacts": [6426320]}
9046869	{"contacts": [6041694, 9164453, 5061165]}
9047037	{"contacts": [3430804, 10890487, 3552020, 2485075]}
9048014	{"contacts": [52530]}
9048433	{"contacts": [10893581]}
9048544	{"contacts": [1334942, 3105330, 4288664, 2530331, 9895288, 33526, 9420696, 8890880]}
9048635	{"contacts": [6633826]}
9048758	{"contacts": [8729181]}
9049012	{"contacts": [2410301]}
9052816	{"contacts": [6993372]}
9055825	{"contacts": [2283409]}
9057880	{"contacts": [10528836, 9427169]}
9058729	{"contacts": [4042854]}
9059253	{"contacts": [5481365]}
9059475	{"contacts": [10482716]}
9059506	{"contacts": [31913]}
9060861	{"contacts": [10611404]}
9061502	{"contacts": [3019782]}
9061826	{"contacts": [9307294, 6732794, 552117]}
9062210	{"contacts": [1343004, 2837404, 4016309]}
9062391	{"contacts": [8404091]}
9062850	{"contacts": [4864426, 7826571, 9083299, 6763163, 658605]}
9062912	{"contacts": [8709371]}
9065772	{"contacts": [1119738]}
9068378	{"contacts": [7232948, 1211764]}
9068742	{"contacts": [5746694, 7820038, 596225, 3077222]}
9068897	{"contacts": [5597212]}
9068960	{"contacts": [6052673, 4307329, 2609790]}
9069318	{"contacts": [1468072]}
9069615	{"contacts": [285673]}
9070798	{"contacts": [10343895]}
9071250	{"contacts": [9575934, 4869229, 3704772, 2916150, 7354454, 6526686, 10656536, 1240765]}
9071395	{"contacts": [2521963, 10594724]}
9071636	{"contacts": [1384579]}
9071905	{"contacts": [1076827, 5267504, 1284794]}
9074029	{"contacts": [10460429, 9879011, 9885134, 4301102, 1392984, 4079128, 7663579, 3290986]}
9074188	{"contacts": [9488691]}
9075140	{"contacts": [4001634]}
9075389	{"contacts": [10491307]}
9075873	{"contacts": [6923816, 7265089, 4375662]}
9077304	{"contacts": [1392316]}
9078215	{"contacts": [7809962, 3813564]}
9078537	{"contacts": [10189107, 3524366, 585373, 163110, 2149624]}
9078639	{"contacts": [1748250]}
9079370	{"contacts": [6059438, 4897359, 10780795, 3452172, 9340756, 3457681, 6116349, 5941310, 8658280]}
9079890	{"contacts": [3427251, 8502052]}
9080545	{"contacts": [5760906]}
9080905	{"contacts": [4365042]}
9081469	{"contacts": [484976]}
9081976	{"contacts": [9302174, 4164048, 6919217]}
9082041	{"contacts": [10469841, 3278281]}
9082193	{"contacts": [904948]}
9082915	{"contacts": [1392984]}
9083300	{"contacts": [9380394]}
9083559	{"contacts": [6798782, 9523518]}
9084232	{"contacts": [4899021]}
9084242	{"contacts": [1051398, 10332963]}
9084333	{"contacts": [6799525, 3600662]}
9084930	{"contacts": [5097181]}
9085108	{"contacts": [10194783, 591511]}
9085626	{"contacts": [8127728, 30230, 6694242, 3187958, 3492811, 2646864]}
9085664	{"contacts": [3799669, 4119973]}
9086408	{"contacts": [7850303]}
9086488	{"contacts": [1380338, 6200103]}
9087129	{"contacts": [8410028, 788731, 5575512, 10301541, 1194271]}
9087600	{"contacts": [7893393]}
9087914	{"contacts": [9325966]}
9089347	{"contacts": [10324596]}
9089670	{"contacts": [6667499]}
9090240	{"contacts": [2507577, 1038073, 3703051, 5768211, 6357062, 8716832, 4900414, 10200937, 1375633, 3188618, 2031369, 6483808, 3336235]}
9091329	{"contacts": [8268925]}
9091482	{"contacts": [4097777, 914279]}
9092343	{"contacts": [10180708, 4887367, 2240183, 10316657, 6792557, 902763]}
9094682	{"contacts": [5651338]}
9094884	{"contacts": [885857, 4173289, 8317144]}
9096996	{"contacts": [3486179]}
9097372	{"contacts": [5620223, 10365936]}
9097618	{"contacts": [3442860]}
9097657	{"contacts": [1392984]}
9098443	{"contacts": [7039018, 1738966]}
9100311	{"contacts": [479351, 4403105]}
9100359	{"contacts": [8433190, 2032480]}
9100447	{"contacts": [4116520]}
9101485	{"contacts": [7299025, 3178003]}
9101616	{"contacts": [10752715]}
9102485	{"contacts": [765743]}
9102661	{"contacts": [7545872, 9729138, 9143037, 3577806]}
9103226	{"contacts": [9769492]}
9106786	{"contacts": [4224022]}
9107008	{"contacts": [10582020, 7659702]}
9109409	{"contacts": [8432264, 8218365, 2349817]}
9109505	{"contacts": [2934310]}
9110722	{"contacts": [169349]}
9110984	{"contacts": [8841065]}
9111299	{"contacts": [7000884]}
9111739	{"contacts": [5949041]}
9111827	{"contacts": [1035053]}
9112654	{"contacts": [5590861]}
9113721	{"contacts": [2924264]}
9114405	{"contacts": [4610668]}
9114697	{"contacts": [10233249]}
9115016	{"contacts": [3996483, 7354203, 9143037, 3920500, 5100016]}
9115148	{"contacts": [10841522, 2897915]}
9115801	{"contacts": [4008476]}
9115900	{"contacts": [5599895]}
9115951	{"contacts": [7241774]}
9116520	{"contacts": [2922245]}
9116563	{"contacts": [1346971]}
9117303	{"contacts": [4285831, 163323]}
9118191	{"contacts": [5840437, 8499738, 4975387, 10607089]}
9118318	{"contacts": [7714256]}
9118576	{"contacts": [8565481]}
9119038	{"contacts": [776150, 7571498, 6449599, 187811]}
9119386	{"contacts": [9670245]}
9119525	{"contacts": [7111149]}
9120663	{"contacts": [9049057]}
9123797	{"contacts": [1036178, 1774099]}
9123933	{"contacts": [2836380, 4310588, 80781, 858223, 7994925]}
9126110	{"contacts": [7512993, 4682835, 5633348, 4169856, 7736496]}
9126944	{"contacts": [2313, 797727, 5872426, 2682397, 4206843, 6283737]}
9126994	{"contacts": [9078289, 2636818, 2703182]}
9127624	{"contacts": [6105284, 4633769, 6560175]}
9127646	{"contacts": [873144]}
9130249	{"contacts": [5617119, 3647051]}
9130267	{"contacts": [10200937]}
9131343	{"contacts": [4165322]}
9131875	{"contacts": [9027403]}
9132336	{"contacts": [6341780, 10511374, 4390589, 10894847, 7086354, 6806429]}
9132929	{"contacts": [591481, 8317074]}
9133081	{"contacts": [10620764]}
9134261	{"contacts": [373464, 389092, 1852554, 8065515, 8071150, 9249344]}
9134310	{"contacts": [5579436, 5889808, 5306355, 7074202, 8853348, 7678841, 6516624, 7114080]}
9135007	{"contacts": [6434080]}
9135030	{"contacts": [607717, 10089654, 1561225]}
9137007	{"contacts": [1478203]}
9137035	{"contacts": [6859142]}
9137776	{"contacts": [8694960, 4156308]}
9138510	{"contacts": [9882806, 3409051]}
9139440	{"contacts": [2072444]}
9139517	{"contacts": [2373785]}
9139987	{"contacts": [2708178]}
9140044	{"contacts": [9453378, 1215267]}
9140660	{"contacts": [963419, 9848271]}
9141900	{"contacts": [10205755]}
9143037	{"contacts": [503266, 9102661, 9115016, 8582436, 10401344]}
9143182	{"contacts": [5646043]}
9144458	{"contacts": [10203677, 10276889, 607624, 2099862, 4171188]}
9145013	{"contacts": [4455315]}
9145456	{"contacts": [5438308]}
9148608	{"contacts": [7176785]}
9150265	{"contacts": [8166974]}
9150831	{"contacts": [6072348]}
9151384	{"contacts": [6932353, 3586495]}
9151424	{"contacts": [591481]}
9153247	{"contacts": [746521]}
9154050	{"contacts": [9442958, 1801270, 9196659]}
9154066	{"contacts": [10491405, 902442]}
9154484	{"contacts": [4689238, 5030831, 4183208]}
9156063	{"contacts": [10339834]}
9156704	{"contacts": [10489945, 6715733]}
9156730	{"contacts": [8640950]}
9156988	{"contacts": [1460619, 5329480, 4509052]}
9157135	{"contacts": [2373775]}
9157144	{"contacts": [2348785]}
9160081	{"contacts": [4593389, 7685203]}
9161633	{"contacts": [2802113, 11018295]}
9162810	{"contacts": [10457549, 10533602, 9390866, 4730416]}
9164291	{"contacts": [6338367, 448167, 747419, 1934859, 3139205, 9368286, 853271]}
9164453	{"contacts": [9582907, 9313931, 9046869, 9375363, 1475555, 5061165, 4798554]}
9165626	{"contacts": [7265089]}
9165723	{"contacts": [7606980]}
9165819	{"contacts": [1164288, 9742910]}
9166152	{"contacts": [7231608, 5042150]}
9166303	{"contacts": [8699989, 2816607, 6089048]}
9166745	{"contacts": [7309748]}
9167106	{"contacts": [9004400, 8593533]}
9167145	{"contacts": [4752841]}
9167631	{"contacts": [6662511, 1774035]}
9168660	{"contacts": [7612722]}
9170034	{"contacts": [4660648]}
9170333	{"contacts": [4295775, 10207944]}
9170818	{"contacts": [6783066, 4514529]}
9171463	{"contacts": [1327270, 4866139, 9628902, 6730006, 2643764, 10301244, 7395500, 7690840]}
9172767	{"contacts": [3668357]}
9173590	{"contacts": [1064286, 2644250]}
9175974	{"contacts": [10577504]}
9176058	{"contacts": [5705268]}
9176460	{"contacts": [1922254]}
9176688	{"contacts": [9843003]}
9177126	{"contacts": [10233962]}
9177393	{"contacts": [154679, 8258371]}
9177949	{"contacts": [4378385]}
9178952	{"contacts": [1727213]}
9179406	{"contacts": [9822114]}
9179905	{"contacts": [443345, 9600734]}
9181367	{"contacts": [2060271]}
9182535	{"contacts": [5035795, 7752333]}
9182778	{"contacts": [3444371]}
9182908	{"contacts": [7035240]}
9183495	{"contacts": [1635048]}
9183887	{"contacts": [5329480]}
9184081	{"contacts": [5528985, 5856571, 4389849]}
9184162	{"contacts": [5511867, 6426229, 7345935]}
9186160	{"contacts": [9787637]}
9187274	{"contacts": [8011102]}
9188241	{"contacts": [9097705, 3911949]}
9189188	{"contacts": [4349643, 9983238, 8286941]}
9189676	{"contacts": [8334801]}
9190177	{"contacts": [4315341, 6143791, 1758024]}
9190867	{"contacts": [4692735, 5043275]}
9192015	{"contacts": [7231608, 1468072, 8680243]}
9192034	{"contacts": [11021530]}
9193327	{"contacts": [9352142, 2080110, 7154684, 7453969, 2158870, 988652]}
9193661	{"contacts": [7248065, 7624153]}
9193868	{"contacts": [8695233, 5027778, 1495189, 1817585]}
9194518	{"contacts": [8158129, 10911409, 2124482, 5390330]}
9195998	{"contacts": [10533261, 6477191, 4732215, 8628711]}
9196869	{"contacts": [6780505]}
9197389	{"contacts": [10958808]}
9197850	{"contacts": [7113100]}
9198031	{"contacts": [1236916]}
9198223	{"contacts": [9269863]}
9198224	{"contacts": [3192746, 3258673]}
9200393	{"contacts": [3833741]}
9200682	{"contacts": [10712686]}
9200920	{"contacts": [7472862]}
9206869	{"contacts": [2602301, 5881032]}
9207948	{"contacts": [10161692, 8843448, 1546807]}
9208137	{"contacts": [3477631, 6233291, 3336324, 699964, 8074310, 4841422, 8979605]}
9208344	{"contacts": [3772341]}
9208718	{"contacts": [8223224, 7742656]}
9209412	{"contacts": [4777769, 970291]}
9210100	{"contacts": [6248231]}
9210120	{"contacts": [9733118]}
9212680	{"contacts": [907229, 1543727, 1845314]}
9212749	{"contacts": [2401143]}
9212873	{"contacts": [2135191]}
9213338	{"contacts": [4572640]}
9214887	{"contacts": [3099021]}
9215935	{"contacts": [3724709, 544667, 6836311, 3611897]}
9217407	{"contacts": [1629842, 52530]}
9218552	{"contacts": [5291810, 5078359, 3619887]}
9218822	{"contacts": [3306701]}
9219431	{"contacts": [8301705]}
9219567	{"contacts": [10963307]}
9220016	{"contacts": [7295569, 9465446]}
9223366	{"contacts": [5842407]}
9223945	{"contacts": [1063791]}
9225971	{"contacts": [6272443]}
9226487	{"contacts": [234553]}
9226768	{"contacts": [9983809, 213296]}
9228826	{"contacts": [6492029, 10715510]}
9229489	{"contacts": [3285799]}
9229779	{"contacts": [1266297]}
9229809	{"contacts": [4156350]}
9231478	{"contacts": [2356680, 3907219]}
9233370	{"contacts": [10969625]}
9233372	{"contacts": [4208004]}
9233938	{"contacts": [8332583]}
9234826	{"contacts": [5836698, 7723471]}
9234854	{"contacts": [5948221]}
9236252	{"contacts": [7769458]}
9236484	{"contacts": [297466]}
9238724	{"contacts": [9315066]}
9238860	{"contacts": [924083]}
9238982	{"contacts": [4194295]}
9239523	{"contacts": [2565329, 2945760, 8923560]}
9240828	{"contacts": [1917199, 596225, 1522323, 1821188]}
9242776	{"contacts": [1091669]}
9243594	{"contacts": [3436950, 5119669]}
9244930	{"contacts": [2241179]}
9249254	{"contacts": [5764790]}
9249344	{"contacts": [5764790, 9134261, 4168380, 8071150, 4838655]}
9249621	{"contacts": [9069589]}
9249921	{"contacts": [3873892, 4217922]}
9251051	{"contacts": [7012637]}
9251853	{"contacts": [421102]}
9251915	{"contacts": [1702808, 173302]}
9252030	{"contacts": [3932080]}
9252139	{"contacts": [7570197]}
9252505	{"contacts": [8154979]}
9253693	{"contacts": [3893634]}
9255031	{"contacts": [7969971, 5697114]}
9257522	{"contacts": [1447746]}
9257806	{"contacts": [2880417, 4090105]}
9257825	{"contacts": [1421951, 4454214, 10051652, 1526724, 6277377]}
9258050	{"contacts": [3074107]}
9259090	{"contacts": [4569083]}
9259197	{"contacts": [895351]}
9259361	{"contacts": [5621859, 1814258]}
9259706	{"contacts": [5289570]}
9259870	{"contacts": [40657]}
9259892	{"contacts": [10526996]}
9259962	{"contacts": [7418518]}
9260442	{"contacts": [7983854]}
9260831	{"contacts": [10216958, 8640026]}
9261403	{"contacts": [4712848]}
9263897	{"contacts": [553428]}
9266323	{"contacts": [3875488]}
9267251	{"contacts": [7149015]}
9270933	{"contacts": [880842]}
9274872	{"contacts": [10680250]}
9275482	{"contacts": [1125907, 10298876, 3019531, 7797742]}
9277234	{"contacts": [4864676, 10455248, 2810621, 826310]}
9278221	{"contacts": [4570476, 2528479, 10203853, 5538574]}
9278449	{"contacts": [1622632, 8991961, 1548941]}
9278453	{"contacts": [1327888]}
9278522	{"contacts": [9866722, 6927886]}
9278740	{"contacts": [5165044, 1336316]}
9278925	{"contacts": [443765, 8397991, 7239313, 2362893]}
9279078	{"contacts": [6924117, 746495, 1942037, 9087487]}
9279115	{"contacts": [1034975, 7220951, 5465960, 2551679, 1142674, 7342574, 5334466, 8874388]}
9280223	{"contacts": [9885600]}
9280292	{"contacts": [9875292, 5756992, 5463118, 4582191, 4915553, 5808970]}
9280339	{"contacts": [3690390, 9069589]}
9280498	{"contacts": [2513837, 8578751]}
9280770	{"contacts": [5157867, 4863543, 442780, 7222376, 3397193, 1040866, 10173055, 4004636, 4900604, 52530, 1106769, 2898916, 2021602, 5864854, 9399475, 1156134, 5016554, 9439834, 1785822, 1220141, 196907, 9192772, 3911792]}
9281978	{"contacts": [8906411]}
9282915	{"contacts": [9882806, 1673139, 7329569, 6223239]}
9283902	{"contacts": [4306489, 318872, 2048969, 2082668]}
9284417	{"contacts": [8411236, 7652559]}
9284887	{"contacts": [3174379]}
9285150	{"contacts": [6338048, 8699133, 301999, 1646701, 8136162, 10785337, 6465800]}
9285567	{"contacts": [298990, 5041241]}
9285860	{"contacts": [6928465, 743920, 3411615, 4600899, 5190679, 35648, 8149097, 9335498, 10826029, 1197912, 6601540]}
9285951	{"contacts": [7842409, 4726237]}
9287767	{"contacts": [3399693, 6662748]}
9287899	{"contacts": [9299657, 8428384, 4461965]}
9288836	{"contacts": [10917022, 7727997]}
9289185	{"contacts": [8997842, 4627724]}
9291126	{"contacts": [8714553]}
9291755	{"contacts": [5569772]}
9291780	{"contacts": [10184699, 1739755, 10875632, 7982391, 4472883]}
9292081	{"contacts": [1157864]}
9292300	{"contacts": [6339389, 14202, 604711, 6792557, 1197912, 9448288]}
9293304	{"contacts": [10453487, 2515709, 504009, 11004165]}
9293653	{"contacts": [4383390]}
9294554	{"contacts": [8989487]}
9294892	{"contacts": [3104745, 6353060, 473210, 4957369, 7083403, 2077636, 9768577]}
9295392	{"contacts": [9943067]}
9297050	{"contacts": [10194070]}
9297739	{"contacts": [577, 8396971, 1035605, 4292913, 7537047, 307664, 10779087, 9612417, 3139814, 6386185, 10798190, 8237452, 7945327, 4529169]}
9298165	{"contacts": [4407582]}
9298756	{"contacts": [443345, 1035399, 2524085, 1090527, 7613003, 10670237, 9837104]}
9298817	{"contacts": [2326734, 959388]}
9299771	{"contacts": [1340330]}
9300643	{"contacts": [6631445, 1920412]}
9300881	{"contacts": [5169044, 4287916, 1347749, 1860071]}
9300932	{"contacts": [9414782, 606099, 384547]}
9301206	{"contacts": [7245911, 7895204, 10650772]}
9302019	{"contacts": [10237071, 4454178]}
9302234	{"contacts": [3097691, 4298053, 767319, 3128968]}
9302433	{"contacts": [10639597]}
9302814	{"contacts": [8840851, 2967600]}
9303133	{"contacts": [2855078, 8481662]}
9303467	{"contacts": [1920412, 305274, 7363311, 7367291]}
9303521	{"contacts": [5764790, 4127032]}
9304126	{"contacts": [3798756]}
9304478	{"contacts": [8690948, 448193, 7033376, 8928372]}
9304777	{"contacts": [1327270, 3097472, 4277300, 6050284, 4580314, 2523931, 4004857, 8129680, 1948455, 2630353, 140373, 2362893]}
9306664	{"contacts": [4008962]}
9307294	{"contacts": [3120060, 9061826, 9945629]}
9307537	{"contacts": [5455065, 4280596, 5518462]}
9308391	{"contacts": [4665171]}
9308397	{"contacts": [6414417]}
9308746	{"contacts": [4643571]}
9309244	{"contacts": [10317670, 3308965]}
9309685	{"contacts": [9140152]}
9309886	{"contacts": [10546550]}
9311004	{"contacts": [8102179]}
9311387	{"contacts": [8709789, 7264304, 702935]}
9311561	{"contacts": [8104596, 10459599, 299382, 5463735, 6063005, 5786116, 784860, 8239033, 5325677]}
9312019	{"contacts": [449434, 9879125, 8705749, 3473961, 7428745]}
9312294	{"contacts": [2823944]}
9312305	{"contacts": [6349772, 10771090, 4306079]}
9312644	{"contacts": [2220681, 8963966]}
9313189	{"contacts": [313215]}
9315808	{"contacts": [10623727]}
9318591	{"contacts": [8401888]}
9318697	{"contacts": [78094]}
9319866	{"contacts": [7265089]}
9320205	{"contacts": [1371118, 4332948, 1462721]}
9320450	{"contacts": [7512478, 6640671, 9879125, 8120038, 8132394, 6662748, 10200937, 3439847, 10503987, 9379002, 5870941, 6475860, 8884989]}
9321389	{"contacts": [7811318, 6166617]}
9321545	{"contacts": [10200937]}
9321643	{"contacts": [2510346, 5047994]}
9321808	{"contacts": [475755]}
9321907	{"contacts": [10196912]}
9322031	{"contacts": [6633755, 4869733, 8731456, 2631644, 3044592]}
9322484	{"contacts": [4877969, 10665897]}
9322971	{"contacts": [2375419, 3267906]}
9325349	{"contacts": [5773350, 6019084]}
9325937	{"contacts": [3686850, 450940, 4309213, 2909769, 10902871]}
9326256	{"contacts": [1064056, 3131767]}
9326328	{"contacts": [4295819, 8427454]}
9326651	{"contacts": [1652378]}
9327069	{"contacts": [9869926, 2823944, 6076583]}
9328011	{"contacts": [452455, 9909546, 2586508, 1479701]}
9328040	{"contacts": [8210827]}
9328134	{"contacts": [6352566]}
9328492	{"contacts": [8114709, 3424204]}
9329980	{"contacts": [6079341]}
9331039	{"contacts": [3687325, 2811967, 5764790, 5219169]}
9332089	{"contacts": [496668]}
9334378	{"contacts": [5913960]}
9335154	{"contacts": [4080623, 3790727]}
9336149	{"contacts": [7590037]}
9336151	{"contacts": [8419613]}
9336465	{"contacts": [4663875]}
9336820	{"contacts": [6949548, 129143]}
9337004	{"contacts": [783645, 52530]}
9337590	{"contacts": [1625668, 4962307]}
9337776	{"contacts": [6888079]}
9338033	{"contacts": [1628685, 2517604, 5762192, 9706638, 6324268]}
9338328	{"contacts": [9040655, 10259094, 7772597]}
9338983	{"contacts": [6662748, 8550457]}
9339210	{"contacts": [10756869]}
9339221	{"contacts": [4280254, 6679005, 2277168, 4118830, 3076206]}
9340756	{"contacts": [7569580, 8747347, 6706453, 9079370, 9982117, 377257, 424960]}
9340827	{"contacts": [3100647, 3468262]}
9341789	{"contacts": [7539728]}
9342481	{"contacts": [4378]}
9343039	{"contacts": [10859942]}
9343285	{"contacts": [1368798]}
9343652	{"contacts": [3448429, 6870514]}
9345457	{"contacts": [3754720]}
9346702	{"contacts": [6470864]}
9351619	{"contacts": [3108246, 7235307, 1369785]}
9351952	{"contacts": [4033989]}
9352035	{"contacts": [5811694, 3537832]}
9352137	{"contacts": [8983729, 9664668, 2720592, 5079896]}
9352260	{"contacts": [1168111]}
9352318	{"contacts": [10163798, 58122, 366273]}
9352457	{"contacts": [7013936]}
9352560	{"contacts": [449387, 5481520, 10200937]}
9353243	{"contacts": [1527503]}
9353705	{"contacts": [4492946]}
9356323	{"contacts": [4724862]}
9356775	{"contacts": [461591, 4649397]}
9357436	{"contacts": [2518884, 5180743]}
9358499	{"contacts": [7046050, 7153106]}
9359838	{"contacts": [3145070, 5535066]}
9361536	{"contacts": [9655858]}
9362771	{"contacts": [8792734]}
9363663	{"contacts": [2608620]}
9364445	{"contacts": [10457994, 10172871]}
9364570	{"contacts": [3748546, 5615288, 5044562]}
9364865	{"contacts": [5789853]}
9366574	{"contacts": [6420764]}
9367861	{"contacts": [1328768]}
9368183	{"contacts": [4732443]}
9368944	{"contacts": [211365]}
9369833	{"contacts": [4175228, 9535432]}
9372149	{"contacts": [8812504]}
9372973	{"contacts": [9006025]}
9373746	{"contacts": [9580671, 8165703]}
9373936	{"contacts": [2836235, 1675694, 7884230]}
9375363	{"contacts": [9164453]}
9375703	{"contacts": [569330, 2636818]}
9376907	{"contacts": [32376]}
9377428	{"contacts": [10183489]}
9377699	{"contacts": [518137, 5895766, 10625728, 7510117]}
9377777	{"contacts": [9608016]}
9380394	{"contacts": [4367752, 9083300, 5573185]}
9381190	{"contacts": [3984808]}
9381550	{"contacts": [2306059]}
9381963	{"contacts": [9590109, 9078931, 1739755, 4831355]}
9381989	{"contacts": [7252902]}
9382374	{"contacts": [8435110, 5023215, 8328799]}
9382478	{"contacts": [4060154, 8234694]}
9384895	{"contacts": [8113077]}
9385003	{"contacts": [10602053, 2696788]}
9385244	{"contacts": [3731871, 9945405, 868393, 149431, 4154530, 659428]}
9385365	{"contacts": [7513022, 3700005, 9431309, 10058629]}
9390948	{"contacts": [7572076, 1118672, 6532219]}
9391645	{"contacts": [9027077, 8792149, 2025370]}
9391916	{"contacts": [6468175]}
9392265	{"contacts": [5805669]}
9392554	{"contacts": [10456035, 230832, 2170735]}
9394158	{"contacts": [10301541]}
9394589	{"contacts": [3416604]}
9394675	{"contacts": [7266009]}
9394862	{"contacts": [789361, 6548581]}
9395351	{"contacts": [2877613]}
9395726	{"contacts": [7849266]}
9397527	{"contacts": [10491381, 6385620]}
9398815	{"contacts": [3988931]}
9399475	{"contacts": [1917199, 9280770, 6496901]}
9399862	{"contacts": [8986136, 9442900]}
9400223	{"contacts": [9882806]}
9400897	{"contacts": [10193797, 8562120]}
9400931	{"contacts": [3725943, 4504291]}
9402024	{"contacts": [3633367]}
9402999	{"contacts": [5770256]}
9407572	{"contacts": [8705749, 3705744, 9821200]}
9407785	{"contacts": [10039950]}
9407964	{"contacts": [7665833]}
9408429	{"contacts": [9623146, 321165, 4666166]}
9408904	{"contacts": [5170301, 9921297, 3743162]}
9409151	{"contacts": [7807617]}
9409239	{"contacts": [941214]}
9409520	{"contacts": [5824943, 333763, 5679658]}
9410352	{"contacts": [10163798, 8458758]}
9410775	{"contacts": [8775497, 5963756]}
9411469	{"contacts": [3398611, 7815723, 6961850, 3443783, 2302106, 8800693, 885302, 612095, 5096126]}
9411494	{"contacts": [2381256]}
9412089	{"contacts": [8995680, 52530, 9072236, 5607922]}
9412698	{"contacts": [1097363]}
9413001	{"contacts": [332119, 6262904]}
9413062	{"contacts": [1929734, 6969574, 5800289, 6733651, 9737581]}
9413217	{"contacts": [9023658]}
9413412	{"contacts": [10200937]}
9414477	{"contacts": [794365, 2011513]}
9414522	{"contacts": [9755029]}
9415583	{"contacts": [7078077]}
